지점,지점명,일시,평균기온(°C),강수 계속시간(hr),평균 이슬점온도(°C),평균 상대습도(%),일 최심적설(cm)
90,속초,2024-06-25,22.7,,13.2,57.1,
90,속초,2024-06-26,23.1,,17.6,72.3,
90,속초,2024-06-27,24.9,,17.7,67,
90,속초,2024-06-28,23.7,,18.1,72,
90,속초,2024-06-29,24.4,,20.3,78.8,
90,속초,2024-06-30,22.4,,20.7,90.9,
90,속초,2024-07-01,24.7,,20.9,80.3,
90,속초,2024-07-02,21.4,,20.2,93.4,
90,속초,2024-07-03,26.5,,18.9,65.3,
90,속초,2024-07-04,27.8,,19.6,62.4,
90,속초,2024-07-05,28,,18.3,56.9,
90,속초,2024-07-06,26.8,,20.5,69.4,
90,속초,2024-07-07,27.5,,19.1,60.5,
90,속초,2024-07-08,25.9,,22.4,82.4,
90,속초,2024-07-09,24.3,,21.8,87,
90,속초,2024-07-10,22.7,,21,90.4,
90,속초,2024-07-11,24.1,,20,79,
90,속초,2024-07-12,24.2,,21.8,86.9,
90,속초,2024-07-13,23.6,,21.8,89.8,
90,속초,2024-07-14,22.2,,20.4,90.3,
90,속초,2024-07-15,22.7,,21.1,90.8,
90,속초,2024-07-16,24.5,,22.6,89.9,
90,속초,2024-07-17,25,,22.7,88,
90,속초,2024-07-18,24.7,,22.2,87.1,
90,속초,2024-07-19,28.4,,21,64.8,
90,속초,2024-07-20,27.8,,21.4,69,
90,속초,2024-07-21,30.4,,20.3,55.3,
90,속초,2024-07-22,29.8,,22.1,64,
90,속초,2024-07-23,30.3,,20.8,57.8,
90,속초,2024-07-24,29.6,,22.3,65.8,
90,속초,2024-07-25,29,,23.5,73.5,
90,속초,2024-07-26,27,,24.9,89.3,
90,속초,2024-07-27,27.5,,25.5,89.3,
90,속초,2024-07-28,31.3,,22.9,62.8,
90,속초,2024-07-29,31.8,,22.8,59.4,
90,속초,2024-07-30,32,,23.2,60.1,
90,속초,2024-07-31,30.3,,23.3,67.1,
90,속초,2024-08-01,31.5,,23.5,63.4,
90,속초,2024-08-02,29.8,,24.6,74.4,
90,속초,2024-08-03,31.4,,24.1,66.1,
90,속초,2024-08-04,28.5,,25.2,82.5,
90,속초,2024-08-05,28.1,,25,84.3,
90,속초,2024-08-06,27.3,,24.5,85.5,
90,속초,2024-08-07,28.5,,24,77.4,
90,속초,2024-08-08,28.2,,23.9,78.3,
90,속초,2024-08-09,28,,24.6,82.5,
90,속초,2024-08-10,27.9,,24.2,81,
90,속초,2024-08-11,27.1,,23.3,80.4,
90,속초,2024-08-12,26.5,,23.2,82.9,
90,속초,2024-08-13,26.8,,23,80.5,
90,속초,2024-08-14,26.9,,23,80.1,
90,속초,2024-08-15,26.9,,22.1,75.5,
90,속초,2024-08-16,26.7,,22.7,79.4,
90,속초,2024-08-17,27.6,,23.4,78.6,
90,속초,2024-08-18,27.5,,23.5,79.4,
90,속초,2024-08-19,28,,24.1,79.9,
90,속초,2024-08-20,27.9,,25.3,86,
90,속초,2024-08-21,26.7,,25.5,93.5,
90,속초,2024-08-22,30,,24,72.1,
90,속초,2024-08-23,31.3,,20.2,52.5,
90,속초,2024-08-24,27.4,,23.1,77.8,
90,속초,2024-08-25,26.5,,23.4,83.8,
90,속초,2024-08-26,26.2,,23.7,86.6,
90,속초,2024-08-27,24.9,,22,84.6,
90,속초,2024-08-28,25.4,,21.4,79.6,
90,속초,2024-08-29,25.2,,21.8,82.3,
90,속초,2024-08-30,24.9,,21.4,81.6,
90,속초,2024-08-31,24.6,,19.1,72.8,
90,속초,2024-09-01,25.8,,21,75.8,
90,속초,2024-09-02,22.3,,20.1,88.4,
90,속초,2024-09-03,22.4,,17.3,74.6,
90,속초,2024-09-04,23.4,,19,77.4,
90,속초,2024-09-05,26.3,,20.7,72.8,
90,속초,2024-09-06,23.3,,18.9,76.9,
90,속초,2024-09-07,23.7,,20.2,81.5,
90,속초,2024-09-08,24.3,,21.8,86.8,
90,속초,2024-09-09,25.4,,22.9,86.9,
90,속초,2024-09-10,26.6,,23.5,84,
90,속초,2024-09-11,24.9,,22,84.8,
90,속초,2024-09-12,21.9,,20.8,93.5,
90,속초,2024-09-13,23.3,,22.1,93,
90,속초,2024-09-14,22.1,,20.6,91.8,
90,속초,2024-09-15,20.4,,19.7,96.4,
90,속초,2024-09-16,21.3,,19.2,88.1,
90,속초,2024-09-17,24.3,,22,87.6,
90,속초,2024-09-18,23.4,,22.2,93.3,
90,속초,2024-09-19,24.1,,22.7,92,
90,속초,2024-09-20,21.9,,20.6,93.3,
90,속초,2024-09-21,17.9,,17.1,95.4,
90,속초,2024-09-22,17.4,,15.5,89.1,
90,속초,2024-09-23,17.8,,11.9,70.3,
90,속초,2024-09-24,17.8,,13.1,75.3,
90,속초,2024-09-25,19.7,,16.9,85,
90,속초,2024-09-26,20.8,,19,89.8,
90,속초,2024-09-27,20.6,,17.8,84.6,
90,속초,2024-09-28,20,,14.8,73.4,
90,속초,2024-09-29,19,,15.6,81.5,
90,속초,2024-09-30,20.5,,15.1,72.3,
90,속초,2024-10-01,20.8,,11.2,55.4,
90,속초,2024-10-02,15,,5.5,54.9,
90,속초,2024-10-03,15.4,,10.1,72.1,
90,속초,2024-10-04,16.4,,8.8,64,
90,속초,2024-10-05,17.1,,11.3,70,
90,속초,2024-10-06,17,,12.8,77.1,
90,속초,2024-10-07,17.4,,11.9,71.4,
90,속초,2024-10-08,15.3,,13.8,91.4,
90,속초,2024-10-09,16.8,,12.9,79.1,
90,속초,2024-10-10,15.5,,12.1,81.1,
90,속초,2024-10-11,17.2,,12.9,76.6,
90,속초,2024-10-12,17.8,,10.5,65.3,
90,속초,2024-10-13,18.4,,13.9,75.6,
90,속초,2024-10-14,18.7,,14.7,78.1,
90,속초,2024-10-15,19.8,,14.5,71.9,
90,속초,2024-10-16,17.6,,14.3,81.8,
90,속초,2024-10-17,17.4,,14.4,83.8,
90,속초,2024-10-18,17.1,,15.1,88.6,
90,속초,2024-10-19,13.4,,10.6,84.5,
90,속초,2024-10-20,12.8,,4.6,57.9,
90,속초,2024-10-21,14.4,,9.8,75,
90,속초,2024-10-22,14.7,,13.8,94.6,
90,속초,2024-10-23,14.9,,6.2,57.5,
90,속초,2024-10-24,13.3,,5.1,59.9,
90,속초,2024-10-25,15.6,,10.8,74,
90,속초,2024-10-26,16,,13.3,84.5,
90,속초,2024-10-27,16.3,,12,76.9,
90,속초,2024-10-28,14,,11.8,87.6,
90,속초,2024-10-29,14,,9.6,76,
90,속초,2024-10-30,15.3,,8.5,65.9,
90,속초,2024-10-31,15.2,,9.7,70.9,
90,속초,2024-11-01,16.4,,10.7,69.9,
90,속초,2024-11-02,16,,12.1,78.4,
90,속초,2024-11-03,17.2,,10.8,67.9,
90,속초,2024-11-04,17.3,,6.5,49.8,
90,속초,2024-11-05,11.3,,6.5,73.5,
90,속초,2024-11-06,8.4,,-2.2,48.9,
90,속초,2024-11-07,9.8,,2.5,61.8,
90,속초,2024-11-08,10.9,,5.8,72.3,
90,속초,2024-11-09,12.3,,8.1,76.9,
90,속초,2024-11-10,14.1,,8.2,68.8,
90,속초,2024-11-11,14.3,,9.9,76.1,
90,속초,2024-11-12,16.2,,7.3,58,
90,속초,2024-11-13,14.3,,8.8,70.4,
90,속초,2024-11-14,14.6,,10.1,75.5,
90,속초,2024-11-15,16.4,,12,76.4,
90,속초,2024-11-16,17.2,,13.4,79.5,
90,속초,2024-11-17,11.2,,1.1,50.9,
90,속초,2024-11-18,3.4,,-8.7,42.5,
90,속초,2024-11-19,6.4,,-1,59.6,
90,속초,2024-11-20,10.1,,-2,42.9,
90,속초,2024-11-21,11.2,,1.2,50.3,
90,속초,2024-11-22,7.6,,-4.4,43.1,
90,속초,2024-11-23,6.1,,0.5,68.4,
90,속초,2024-11-24,7.2,,-0.6,59.9,
90,속초,2024-11-25,9.9,,1.9,57.9,
90,속초,2024-11-26,9,,1.2,60.3,
90,속초,2024-11-27,1.9,,-6.6,54.6,
90,속초,2024-11-28,3,,-7.4,46.9,
90,속초,2024-11-29,3.3,,-10.3,37,
90,속초,2024-11-30,7.1,,-4.3,44.9,
90,속초,2024-12-01,9.6,,0.3,53.3,
90,속초,2024-12-02,11.5,,1.3,50.4,
90,속초,2024-12-03,4.1,,-12.3,30.6,
90,속초,2024-12-04,4.6,,-14.4,25.3,
90,속초,2024-12-05,5.4,,-11.6,28.9,
90,속초,2024-12-06,4.1,,-15.9,22.4,
90,속초,2024-12-07,2.1,,-13,32.4,
90,속초,2024-12-08,0.8,,-13.6,33.9,
90,속초,2024-12-09,3,,-12.8,30.5,
90,속초,2024-12-10,4.3,,-10,35.1,
90,속초,2024-12-11,3.5,,-2.8,67.9,
90,속초,2024-12-12,3.2,,-6.8,52,
90,속초,2024-12-13,3.1,,-14.7,26,
90,속초,2024-12-14,1.4,,-15.6,27.6,
90,속초,2024-12-15,2.3,,-12.7,32.9,
90,속초,2024-12-16,1.5,,-13.3,33,
90,속초,2024-12-17,1.4,,-16,27,
90,속초,2024-12-18,-0.2,,-11.3,43.1,
90,속초,2024-12-19,2.1,,-8.9,45,
90,속초,2024-12-20,3.5,,-10.5,36.4,
90,속초,2024-12-21,1.8,,-7.4,50.9,
90,속초,2024-12-22,-0.7,,-15.3,33.3,
90,속초,2024-12-23,2.7,,-13.9,28.5,
90,속초,2024-12-24,2,,-12.8,33.1,
90,속초,2024-12-25,4.1,,-9.5,37.9,
90,속초,2024-12-26,3.3,,-12.9,30.8,
90,속초,2024-12-27,-0.9,,-17,29,
90,속초,2024-12-28,-0.7,,-17.7,26.8,
90,속초,2024-12-29,3,,-13.3,30.4,
90,속초,2024-12-30,7,,-4.1,45.8,
90,속초,2024-12-31,3.5,,-14.7,25.3,
90,속초,2025-01-01,4.5,,-8.5,38.8,
90,속초,2025-01-02,2.8,,-14.7,26.5,
90,속초,2025-01-03,0.1,,-17.6,26.6,
90,속초,2025-01-04,1.5,,-13,34.3,
90,속초,2025-01-05,4.3,,-4.7,52,
90,속초,2025-01-06,3.9,,-6,50,
90,속초,2025-01-07,-1.3,,-16.8,30.3,
90,속초,2025-01-08,-1.7,,-17.8,28.4,
90,속초,2025-01-09,-8.6,,-24.9,26.5,
90,속초,2025-01-10,-5,,-19.7,31.1,
90,속초,2025-01-11,-2.8,,-13.6,43.1,
90,속초,2025-01-12,-0.8,,-15,34,
90,속초,2025-01-13,1.9,,-9.5,43.4,
90,속초,2025-01-14,4.3,,-7.7,42.5,
90,속초,2025-01-15,-1.5,,-20.2,23.3,
90,속초,2025-01-16,0.5,,-10.1,45.4,
90,속초,2025-01-17,1.3,,-9.5,45,
90,속초,2025-01-18,4.3,,-12.2,30.8,
90,속초,2025-01-19,5.6,,-7.6,40.4,
90,속초,2025-01-20,3.5,,-2.5,64.9,
90,속초,2025-01-21,4.6,,-4.9,52.3,
90,속초,2025-01-22,5.5,,-6.9,41.9,
90,속초,2025-01-23,2.9,,-8.4,46.1,
90,속초,2025-01-24,2.9,,-1.4,74.1,
90,속초,2025-01-25,2.9,,-0.4,80.5,
90,속초,2025-01-26,2.6,,-2.3,70.8,
90,속초,2025-01-27,1.6,,-5.1,64.5,
90,속초,2025-01-28,-2.5,,-13.1,43.8,
90,속초,2025-01-29,-2.4,,-15.8,35.9,
90,속초,2025-01-30,-0.7,,-20.4,22,
90,속초,2025-01-31,3.1,,-6.5,49.9,
90,속초,2025-02-01,1.6,,-3.9,67.3,
90,속초,2025-02-02,2.9,,-2.3,69.8,
90,속초,2025-02-03,-1,,-16.7,31,
90,속초,2025-02-04,-6.1,,-21,30.8,
90,속초,2025-02-05,-6.3,,-24.4,23,
90,속초,2025-02-06,-3.6,,-19.8,28.1,
90,속초,2025-02-07,-6.2,,-20.3,33.1,
90,속초,2025-02-08,-5.4,,-19,34.3,
90,속초,2025-02-09,-2,,-15,36.6,
90,속초,2025-02-10,0,,-15,31.5,
90,속초,2025-02-11,2.2,,-10.5,39.6,
90,속초,2025-02-12,4.3,,-5.9,48,
90,속초,2025-02-13,3.1,,-16.7,22.8,
90,속초,2025-02-14,7.5,,-9.9,28.9,
90,속초,2025-02-15,5.9,,-9.2,33.8,
90,속초,2025-02-16,7,,-4.1,45.4,
90,속초,2025-02-17,1.9,,-16.9,24.6,
90,속초,2025-02-18,-0.3,,-18.9,24.6,
90,속초,2025-02-19,-1.7,,-15.2,35.4,
90,속초,2025-02-20,-1.7,,-14.7,37.5,
90,속초,2025-02-21,-1.3,,-14.3,37.3,
90,속초,2025-02-22,-1,,-13.9,38,
90,속초,2025-02-23,-1,,-18.6,25.4,
90,속초,2025-02-24,1.1,,-15.8,28,
90,속초,2025-02-25,4.8,,-11.3,30.8,
90,속초,2025-02-26,7,,-13.5,24.9,
90,속초,2025-02-27,9.8,,-15,17.4,
90,속초,2025-02-28,11.1,,-4.7,33.8,
90,속초,2025-03-01,7.3,,-0.6,57.9,
90,속초,2025-03-02,4.7,,-0.4,73.4,
90,속초,2025-03-03,1.4,,-4.3,66.6,
90,속초,2025-03-04,2.4,,-2.3,72.4,
90,속초,2025-03-05,1.4,,-0.3,88.6,
90,속초,2025-03-06,1.9,,-1.9,76.3,
90,속초,2025-03-07,2.9,,-1.1,75.1,
90,속초,2025-03-08,4,,0.6,79.6,
90,속초,2025-03-09,6.2,,-2.1,56.5,
90,속초,2025-03-10,7.5,,0.8,65.1,
90,속초,2025-03-11,8.7,,-0.8,52.4,
90,속초,2025-03-12,12.9,,-1.6,37.3,
90,속초,2025-03-13,9.8,,-8.6,27.6,
90,속초,2025-03-14,8,,-0.3,56.5,
90,속초,2025-03-15,7.4,,1.8,68.1,
90,속초,2025-03-16,2.5,,1.3,91.8,
90,속초,2025-03-17,2.1,,-3.9,67,
90,속초,2025-03-18,0.9,,-2.5,78.4,
90,속초,2025-03-19,2.9,,-5.1,57,
90,속초,2025-03-20,10.4,,-4.1,37.1,
90,속초,2025-03-21,16.4,,-2.2,28.4,
90,속초,2025-03-22,19.4,,-1.7,24.4,
90,속초,2025-03-23,8.8,,5.8,82.1,
90,속초,2025-03-24,15.1,,2.6,53,
90,속초,2025-03-25,9.1,,4.5,73.8,
90,속초,2025-03-26,8.2,,5.5,83.8,
90,속초,2025-03-27,7.7,,5.2,85.1,
90,속초,2025-03-28,4.4,,1.1,81,
90,속초,2025-03-29,4,,-12.1,33.1,
90,속초,2025-03-30,4,,-12.5,30,
90,속초,2025-03-31,7.2,,-4.7,43.5,
90,속초,2025-04-01,9.8,,-0.1,52.6,
90,속초,2025-04-02,8.2,,3.9,75,
90,속초,2025-04-03,7.4,,3.9,79.8,
90,속초,2025-04-04,8.5,,3.9,73.9,
90,속초,2025-04-05,8.7,,4.7,77.6,
90,속초,2025-04-06,12.4,,1,47.8,
90,속초,2025-04-07,11.9,,4.2,63.5,
90,속초,2025-04-08,12.1,,3.6,57.5,
90,속초,2025-04-09,9.4,,6,79.8,
90,속초,2025-04-10,11.5,,5.9,70,
90,속초,2025-04-11,12.4,,6.2,68.3,
90,속초,2025-04-12,11.1,,7.2,77.8,
90,속초,2025-04-13,8,,-2.1,49.4,
90,속초,2025-04-14,6.6,,0.3,65.4,
90,속초,2025-04-15,10.3,,-0.9,47.8,
90,속초,2025-04-16,14.5,,3.7,49.3,
90,속초,2025-04-17,14,,6.9,65.3,
90,속초,2025-04-18,13.6,,8.7,73.8,
90,속초,2025-04-19,10,,8,87.9,
90,속초,2025-04-20,11.3,,8.4,83.3,
90,속초,2025-04-21,11.8,,8.3,80.9,
90,속초,2025-04-22,10.4,,9.5,94.9,
90,속초,2025-04-23,9.9,,7.5,85.8,
90,속초,2025-04-24,12,,7.3,77.6,
90,속초,2025-04-25,14,,-5.2,27.8,
90,속초,2025-04-26,19.1,,-1.9,25,
90,속초,2025-04-27,20.6,,0,25.4,
90,속초,2025-04-28,12.7,,4.8,60.6,
90,속초,2025-04-29,12.3,,1.2,47.8,
90,속초,2025-04-30,15.3,,7.4,61,
90,속초,2025-05-01,16,,7.2,58.9,
90,속초,2025-05-02,14.2,,2.5,45.8,
90,속초,2025-05-03,13.3,,4.6,57.9,
90,속초,2025-05-04,16.4,,-0.2,36.4,
90,속초,2025-05-05,11.2,,3.8,61.1,
90,속초,2025-05-06,11.5,,5.8,69.4,
90,속초,2025-05-07,12.1,,7.9,77,
90,속초,2025-05-08,14.3,,9,72.5,
90,속초,2025-05-09,13.3,,11,86.6,
90,속초,2025-05-10,11.8,,10.5,91.9,
90,속초,2025-05-11,14.6,,10.2,76,
90,속초,2025-05-12,21.9,,4.7,33.5,
90,속초,2025-05-13,25.7,,3,23.4,
90,속초,2025-05-14,22.1,,6.6,40.1,
90,속초,2025-05-15,22.2,,12.6,56.8,
90,속초,2025-05-16,21.2,,14.7,67.1,
90,속초,2025-05-17,19.8,,13.6,69.8,
90,속초,2025-05-18,16.6,,6.7,53.1,
90,속초,2025-05-19,18.1,,6.4,49.1,
90,속초,2025-05-20,22,,15.6,67.6,
90,속초,2025-05-21,16,,13.3,84.4,
90,속초,2025-05-22,15.3,,11.1,76.9,
90,속초,2025-05-23,14.6,,12.2,85.9,
90,속초,2025-05-24,13.7,,10.7,82.6,
90,속초,2025-05-25,14.6,,10.8,79.6,
90,속초,2025-05-26,16.4,,12.6,79.5,
90,속초,2025-05-27,16.9,,13,78.6,
90,속초,2025-05-28,15.7,,13.6,88.3,
90,속초,2025-05-29,16.5,,13.7,84.1,
90,속초,2025-05-30,15.7,,12.4,81.4,
90,속초,2025-05-31,17,,10.7,68.5,
90,속초,2025-06-01,17,,13.7,81.5,
90,속초,2025-06-02,18.5,,15.6,84,
90,속초,2025-06-03,19,,14.2,74.9,
90,속초,2025-06-04,20.6,,8.4,46.6,
90,속초,2025-06-05,23.5,,10.5,45.3,
90,속초,2025-06-06,25.6,,9.4,38.1,
90,속초,2025-06-07,22.7,,14.1,59.6,
90,속초,2025-06-08,21.4,,16.6,74.3,
90,속초,2025-06-09,22.3,,16.9,72.8,
90,속초,2025-06-10,26.5,,12.5,42.5,
90,속초,2025-06-11,23.9,,10.8,44.8,
90,속초,2025-06-12,21.8,,14.8,65.5,
90,속초,2025-06-13,21.3,,17.8,80.8,
90,속초,2025-06-14,21.6,,18.6,83.5,
90,속초,2025-06-15,20.4,,17.8,85.8,
90,속초,2025-06-16,21,,18.6,86.9,
93,화천군,2023-01-01,-3.2,,-11.8,60,1.5
93,화천군,2023-01-02,-7.7,,-15.2,59,1.2
93,화천군,2023-01-03,-8.8,,-15.8,62,1.1
93,화천군,2023-01-04,-7.8,,-14.7,61,1
93,화천군,2023-01-05,-6.8,,-12.6,67.3,0.8
93,화천군,2023-01-06,-4.6,1.75,-8.2,77,1.1
93,화천군,2023-01-07,-1.1,13.42,-1.8,94.6,5.7
93,화천군,2023-01-08,-2.2,,-3.5,91,3.5
93,화천군,2023-01-09,0.7,,-3.6,76.1,2.5
93,화천군,2023-01-10,-3.1,,-6.3,80.4,0.7
93,화천군,2023-01-11,-2.7,,-5.8,81.6,
93,화천군,2023-01-12,-1.1,,-5.2,77.1,
93,화천군,2023-01-13,1.9,22.25,1.6,98.8,
93,화천군,2023-01-14,3.7,22.25,1.9,89.3,
93,화천군,2023-01-15,0,20.5,-0.4,97,5
93,화천군,2023-01-16,-4.6,4.75,-7.3,82.1,3.6
93,화천군,2023-01-17,-6,7.63,-8.1,85.6,3.4
93,화천군,2023-01-18,-5.1,5.38,-7.5,84.4,4
93,화천군,2023-01-19,-4.9,3.92,-6.8,87.6,4.7
93,화천군,2023-01-20,-4.9,2.5,-13.8,55,7.3
93,화천군,2023-01-21,-10.1,,-14.9,71.4,5.2
93,화천군,2023-01-22,-5.3,,-8.2,80.5,4.6
93,화천군,2023-01-23,-2.8,1.67,-9.1,66.8,4.6
93,화천군,2023-01-24,-14.5,,-25,40.8,3.4
93,화천군,2023-01-25,-14.8,,-22.2,55.3,3
93,화천군,2023-01-26,-8.6,11.4,-11.5,79.6,2.9
93,화천군,2023-01-27,-9.5,1.17,-16.1,64,2.7
93,화천군,2023-01-28,-9.5,,-16.3,61.3,2.4
93,화천군,2023-01-29,-6.8,5.17,-9.8,80.8,5.7
93,화천군,2023-01-30,-5.9,,-11.3,70.9,5.7
93,화천군,2023-01-31,-3.9,1.83,-7.4,78,4.3
93,화천군,2023-02-01,-1.7,,-8.7,64.9,3.7
93,화천군,2023-02-02,-5.3,,-10.4,69.3,2.3
93,화천군,2023-02-03,-3.5,,-11.1,60.1,1.7
93,화천군,2023-02-04,-4.5,,-10.7,66.6,1.1
93,화천군,2023-02-05,-3.2,,-7.1,76.5,0.7
93,화천군,2023-02-06,-2.1,,-4.8,83,
93,화천군,2023-02-07,-1.3,,-4.2,82.6,
93,화천군,2023-02-08,-1.1,,-6.7,71.4,
93,화천군,2023-02-09,0.6,,-5.9,65.6,
93,화천군,2023-02-10,1.3,9.5,-0.6,88.3,1.2
93,화천군,2023-02-11,-1.5,,-3,90.3,
93,화천군,2023-02-12,1.3,,-1.6,82.8,
93,화천군,2023-02-13,4.6,0.17,-0.6,69.4,
93,화천군,2023-02-14,-0.4,,-6.3,67.6,
93,화천군,2023-02-15,0.1,,-6.5,63.5,
93,화천군,2023-02-16,-0.9,2.17,-4.1,79.5,
93,화천군,2023-02-17,-0.1,,-4.5,75.1,
93,화천군,2023-02-18,0.8,,-2,81.6,
93,화천군,2023-02-19,2.2,4.5,-6.5,59.1,
93,화천군,2023-02-20,-1.7,,-13.8,43.9,
93,화천군,2023-02-21,-3.2,,-12.9,52.4,
93,화천군,2023-02-22,-1,,-10.8,54.1,
93,화천군,2023-02-23,1.2,,-6,62.6,
93,화천군,2023-02-24,1.4,,-7.3,59.5,
93,화천군,2023-02-25,-0.5,,-10.1,54,
93,화천군,2023-02-26,-0.4,,-10.1,54.4,
93,화천군,2023-02-27,1.7,,-7.6,57.4,
93,화천군,2023-02-28,2.4,,-4.3,64.6,
93,화천군,2023-03-01,4.1,,-4.8,56.4,
93,화천군,2023-03-02,1,,-13.8,35.4,
93,화천군,2023-03-03,1.6,,-4.4,66.6,
93,화천군,2023-03-04,3.9,,-1.7,72.1,
93,화천군,2023-03-05,4.9,,-1.8,67.1,
93,화천군,2023-03-06,5.3,,-5.1,55.6,
93,화천군,2023-03-07,7.8,,0.6,64.8,
93,화천군,2023-03-08,7.9,6.23,4.8,83.5,
93,화천군,2023-03-09,8.9,3.2,6.2,85.4,
93,화천군,2023-03-10,9.3,,2.7,70.9,
93,화천군,2023-03-11,11.8,,1.5,58.6,
93,화천군,2023-03-12,4.2,11,-0.5,73.9,
93,화천군,2023-03-13,1.7,,-12.7,35.5,
93,화천군,2023-03-14,6,,-5.2,50.8,
93,화천군,2023-03-15,7.1,,1.3,68.9,
93,화천군,2023-03-16,3.1,,-10.2,41.9,
93,화천군,2023-03-17,4.9,,-8.1,44.4,
93,화천군,2023-03-18,6.3,,-5.6,48.8,
93,화천군,2023-03-19,6,,-3.3,57.9,
93,화천군,2023-03-20,7.2,,-4,52.9,
93,화천군,2023-03-21,9.8,,-2.9,49.1,
93,화천군,2023-03-22,14.2,,4.1,55,
93,화천군,2023-03-23,15.7,0.17,7.6,60.8,
93,화천군,2023-03-24,10.6,,4.3,67,
93,화천군,2023-03-25,11.8,,4.3,62.6,
93,화천군,2023-03-26,10,,-6,37.9,
93,화천군,2023-03-27,5.7,,-8,43.1,
93,화천군,2023-03-28,6.7,,-3,55.5,
93,화천군,2023-03-29,9.5,,-2.4,50.3,
93,화천군,2023-03-30,11.2,,-3.7,42.8,
93,화천군,2023-03-31,12.6,,-0.4,46.8,
93,화천군,2023-04-01,15.2,,0.6,44.3,
93,화천군,2023-04-02,15.5,,-1.2,36.9,
93,화천군,2023-04-03,15.3,,0.1,42.1,
93,화천군,2023-04-04,15.7,2.93,1.5,46.6,
93,화천군,2023-04-05,12.3,20.17,11.8,97.3,
93,화천군,2023-04-06,9.3,11.75,8.6,96,
93,화천군,2023-04-07,8.1,2.43,1.7,68.3,
93,화천군,2023-04-08,6.8,,-4.1,52.8,
93,화천군,2023-04-09,8.5,,-0.9,57.8,
93,화천군,2023-04-10,11,,-0.1,53.9,
93,화천군,2023-04-11,11.7,4.67,8.4,81.3,
93,화천군,2023-04-12,9,,-4.8,44.4,
93,화천군,2023-04-13,10.2,,-2.6,48.3,
93,화천군,2023-04-14,13.7,3.05,3.6,54.3,
93,화천군,2023-04-15,10.4,4.75,8.5,88.4,
93,화천군,2023-04-16,8.9,1.75,5.9,83.8,
93,화천군,2023-04-17,10,,5.5,76.6,
93,화천군,2023-04-18,11.3,11.5,10.2,93.9,
93,화천군,2023-04-19,17.5,,9.3,66,
93,화천군,2023-04-20,17.2,1.83,14.5,85,
93,화천군,2023-04-21,15.7,,3.8,51.1,
93,화천군,2023-04-22,13.2,,-2.5,40.8,
93,화천군,2023-04-23,13.2,,0.4,50.1,
93,화천군,2023-04-24,14.5,,3.7,50.9,
93,화천군,2023-04-25,8.7,12.58,6.8,88,
93,화천군,2023-04-26,9.6,1.92,5.2,77.1,
93,화천군,2023-04-27,11,,2.8,65.5,
93,화천군,2023-04-28,14.7,0.42,5.4,60.8,
93,화천군,2023-04-29,13.3,16,11.3,89,
93,화천군,2023-04-30,12.4,1.92,6,67.4,
93,화천군,2023-05-01,12.6,0.58,4,63.8,
93,화천군,2023-05-02,13.6,,4.7,62.4,
93,화천군,2023-05-03,16.7,,6.4,58.6,
93,화천군,2023-05-04,18.3,,13.1,74.5,
93,화천군,2023-05-05,16.7,22.5,16.2,96.9,
93,화천군,2023-05-06,11.4,15.75,8.6,83.6,
93,화천군,2023-05-07,11.7,,3.2,61.4,
93,화천군,2023-05-08,13,,5,65.3,
93,화천군,2023-05-09,15.9,,5.9,61.1,
93,화천군,2023-05-10,16.8,,5.6,57.6,
93,화천군,2023-05-11,17.7,,9,62.1,
93,화천군,2023-05-12,16.5,,7.6,62.8,
93,화천군,2023-05-13,16.5,0.83,7.8,61.5,
93,화천군,2023-05-14,16.9,3.5,10.5,70.5,
93,화천군,2023-05-15,17.7,,10.1,67.4,
93,화천군,2023-05-16,21.6,,12.6,62.4,
93,화천군,2023-05-17,21.6,,12.2,60.8,
93,화천군,2023-05-18,18.9,2.1,16.2,85.4,
93,화천군,2023-05-19,19.6,,13.6,70.5,
93,화천군,2023-05-20,20.1,,14,70.5,
93,화천군,2023-05-21,19.7,,11.3,60.3,
93,화천군,2023-05-22,18.4,,8.4,56.6,
93,화천군,2023-05-23,17.2,,6.5,56.1,
93,화천군,2023-05-24,18.1,,9.1,61.4,
93,화천군,2023-05-25,20.4,0.08,8.9,52.8,
93,화천군,2023-05-26,19.7,4.17,12.1,64.8,
93,화천군,2023-05-27,17.4,13.08,15.9,92.1,
93,화천군,2023-05-28,18.8,24,18.7,99.8,
93,화천군,2023-05-29,22.9,5.83,18.5,79.6,
93,화천군,2023-05-30,21.7,,15.4,70.8,
93,화천군,2023-05-31,20.6,,13.1,66.1,
93,화천군,2023-06-01,21.2,,16.8,77.5,
93,화천군,2023-06-02,21.6,,15.3,70.6,
93,화천군,2023-06-03,21.5,,10.8,57.1,
93,화천군,2023-06-04,20.6,,11.3,60.8,
93,화천군,2023-06-05,20.6,,13.1,64.5,
93,화천군,2023-06-06,20.5,,14.5,70.5,
93,화천군,2023-06-07,21.8,,16.6,74.1,
93,화천군,2023-06-08,20.6,2.63,16.9,81.1,
93,화천군,2023-06-09,20.7,3.5,14.8,73.3,
93,화천군,2023-06-10,20,3.73,16.4,82,
93,화천군,2023-06-11,20.7,5.83,17.2,83,
93,화천군,2023-06-12,20.8,0.92,16.8,79.6,
93,화천군,2023-06-13,20.6,4.98,15.8,76.8,
93,화천군,2023-06-14,20,2.08,15.3,77.8,
93,화천군,2023-06-15,21.2,,16.5,77,
